Node,Data Size (Units),Transmission Time (Seconds),Status
Node1,935,0.5010509490966797,Completed
Node2,518,0.501054048538208,Completed
Node3,132,0.50105881690979,Completed
Node4,211,0.5010659694671631,Completed
Node5,577,0.5010879039764404,Completed
Node6,657,0.5010602474212646,Completed
Node7,956,0.5002992153167725,Completed
Node8,830,0.50105881690979,Completed
Node9,489,0.5010597705841064,Completed
Node10,707,0.5010359287261963,Completed
