User,Data Size (Units),Transmission Time (Seconds),Status
User1,117,0.5010838508605957,Completed
User2,342,0.5010538101196289,Completed
User3,993,0.5010361671447754,Completed
User4,473,0.5010459423065186,Completed
User5,116,0.5010590553283691,Completed
User6,753,0.5010411739349365,Completed
User7,565,0.5010368824005127,Completed
User8,609,0.5010578632354736,Completed
User9,827,0.500201940536499,Completed
User10,910,0.5010530948638916,Completed
