Node,Data Size (Units),Transmission Time (Seconds),Status
Node0,871,0.5011012554168701,Completed
Node1,574,0.5011031627655029,Completed
Node2,821,0.5011000633239746,Completed
Node3,152,0.5011026859283447,Completed
Node4,946,0.5010919570922852,Completed
Node5,436,0.5010850429534912,Completed
Node6,487,0.5010850429534912,Completed
Node7,110,0.5010800361633301,Completed
Node8,799,0.5011000633239746,Completed
Node9,692,0.5010988712310791,Completed
