Node,Data Size (Units),Transmission Time (Seconds),Status
Node1,259,0.5010731220245361,Completed
Node2,299,0.5002429485321045,Completed
Node3,358,0.5010731220245361,Completed
Node4,975,0.5010480880737305,Completed
Node5,712,0.501072883605957,Completed
Node6,990,0.5010979175567627,Completed
Node7,565,0.5010690689086914,Completed
Node8,289,0.501075029373169,Completed
Node9,289,0.5010647773742676,Completed
Node10,154,0.50105881690979,Completed
