Node,Data Size (Units),Transmission Time (Seconds),Status
Node1,965,0.5010597705841064,Completed
Node2,963,0.501061201095581,Completed
Node3,904,0.5010592937469482,Completed
Node4,593,0.5010521411895752,Completed
Node5,301,0.5010502338409424,Completed
Node6,603,0.5010559558868408,Completed
Node7,613,0.5010669231414795,Completed
Node8,261,0.5002729892730713,Completed
Node9,371,0.5010743141174316,Completed
Node10,159,0.5010380744934082,Completed
