Node,Data Size (Units),Transmission Time (Seconds),Status
Node1,851,0.5010330677032471,Completed
Node2,530,0.5010638236999512,Completed
Node3,208,0.50105881690979,Completed
Node4,973,0.5010490417480469,Completed
Node5,177,0.5010437965393066,Completed
Node6,731,0.5005059242248535,Completed
Node7,847,0.5010433197021484,Completed
Node8,741,0.5010402202606201,Completed
Node9,450,0.5010442733764648,Completed
Node10,487,0.5010409355163574,Completed
