Node,Data Size (Units),Transmission Time (Seconds),Status
Node1,811,0.5010471343994141,Completed
Node2,961,0.5010602474212646,Completed
Node3,852,0.5010671615600586,Completed
Node4,899,0.501068115234375,Completed
Node5,965,0.5010533332824707,Completed
Node6,804,0.501060962677002,Completed
Node7,438,0.5010619163513184,Completed
Node8,347,0.501068115234375,Completed
Node9,175,0.5010569095611572,Completed
Node10,130,0.501054048538208,Completed
