Node,Data Size (Units),Transmission Time (Seconds),Status
Root,825,0.501060962677002,Completed
Node1,155,0.5010659694671631,Completed
Node2,613,0.5010559558868408,Completed
Node3,628,0.5010569095611572,Completed
Node4,421,0.5010838508605957,Completed
Node5,225,0.5010640621185303,Completed
Node6,757,0.5010387897491455,Completed
Node7,140,0.5009396076202393,Completed
Node8,777,0.5010569095611572,Completed
Node9,751,0.5007250308990479,Completed
