User,Data Size (Units),Transmission Time (Seconds),Status
User1,477,0.501054048538208,Completed
User2,416,0.5010759830474854,Completed
User3,765,0.5010621547698975,Completed
User4,688,0.5010616779327393,Completed
User5,831,0.5010969638824463,Completed
User6,574,0.5007569789886475,Completed
User7,967,0.5010819435119629,Completed
User8,126,0.5010738372802734,Completed
User9,399,0.5010480880737305,Completed
User10,535,0.5001537799835205,Completed
