Node,Data Size (Units),Transmission Time (Seconds),Status
Root,911,0.5010509490966797,Completed
Node1,859,0.5010581016540527,Completed
Node2,168,0.5010578632354736,Completed
Node3,323,0.5010621547698975,Completed
Node4,770,0.5010571479797363,Completed
Node5,715,0.5010621547698975,Completed
Node6,425,0.5003252029418945,Completed
Node7,638,0.5010859966278076,Completed
Node8,146,0.5010600090026855,Completed
Node9,921,0.5010380744934082,Completed
