Node,Data Size (Units),Transmission Time (Seconds),Status
Node1,817,0.5010478496551514,Completed
Node2,675,0.5010578632354736,Completed
Node3,204,0.5010647773742676,Completed
Node4,384,0.5010697841644287,Completed
Node5,752,0.5010671615600586,Completed
Node6,735,0.5010709762573242,Completed
Node7,100,0.5011041164398193,Completed
Node8,748,0.5010669231414795,Completed
Node9,709,0.5010559558868408,Completed
Node10,650,0.5010786056518555,Completed
