Node,Data Size (Units),Transmission Time (Seconds),Status
Node1,306,0.500164270401001,Completed
Node2,547,0.5010290145874023,Completed
Node3,924,0.5004768371582031,Completed
Node4,828,0.5010578632354736,Completed
Node5,485,0.5010638236999512,Completed
Node6,412,0.5010550022125244,Completed
Node7,964,0.5010359287261963,Completed
Node8,349,0.5010538101196289,Completed
Node9,100,0.5010521411895752,Completed
Node10,617,0.5010590553283691,Completed
